Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,url
"Carros, vans e utilitários",FIAT 500 CULT 1.4 FLEX 8V EVO MEC.,FIAT,Passeio,2014,66800,1.4,Flex,Manual,Hidráulica,Vermelho,2 portas,7,94070000,Gravataí,Bom Princípio,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/500-cult-1-4-2014-lindo-carro-857956492
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,Sedã,2013,80000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,93348460,Novo Hamburgo,Rincão,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ltz-1-4-2013-898686299
"Carros, vans e utilitários",FIAT CRONOS 1.3 8V FLEX,FIAT,,2020,8610,1.0,Flex,Automático,Hidráulica,Prata,4 portas,2,92010011,Canoas,Centro,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-1-3-8v-flex-886633417
"Carros, vans e utilitários",PEUGEOT 408 SEDAN GRIFFE 1.6 TURBO 16V 4P AUT.,PEUGEOT,,2017,40894,1.0,Flex,Automático,Hidráulica,Prata,4 portas,6,90610000,Porto Alegre,Petrópolis,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-408-sedan-griffe-1-6-turbo-16v-4p-aut-891748279
"Carros, vans e utilitários",FORD ECOSPORT SE 1.6 16V FLEX 5P MEC.,FORD,,2017,61597,1.0,Flex,Manual,Mecânica,Vermelho,4 portas,3,92010011,Canoas,Centro,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-se-1-6-16v-flex-856679411
"Carros, vans e utilitários",RENAULT MEGANE GRAND TOUR DYNAM. HI-FLEX 1.6 16V,RENAULT,Passeio,2011,110000,1.6,Flex,Manual,Elétrica,Prata,,,93700000,Campo Bom,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/megane-grand-tour-1-6-dynamique-manual-rebaixada-e-legalizada-baixa-894099960
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,,2015,62384,1.0,Flex,Manual,Hidráulica,Branco,4 portas,9,92010011,Canoas,Centro,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-style-1-6-flex-16v-mec-882480863
"Carros, vans e utilitários",GM - CHEVROLET EQUINOX PREMIER 2.0 TURBO AWD 262CV AUT.,GM - CHEVROLET,SUV,2020,4000,2.0 - 2.9,Gasolina,Automático,Elétrica,Cinza,4 portas,2,91720180,Porto Alegre,Teresópolis,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/equinox-premier-ltz-awd-turbo-2-0-898684885
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2018,78000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,7,91110200,Porto Alegre,Sarandi,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fox-connect-1-6-2018-898685292
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL GL 1.8 MI 2P E 4P,VW - VOLKSWAGEN,Hatch,1993,146500,1.8,Álcool,Manual,Mecânica,Prata,2 portas,,95180000,Farroupilha,,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/gol-1-8-gl-turbo-898684426
"Carros, vans e utilitários",FORD F-1000 SUPER/ S.SERIE 4X4 3.9 DIESEL,FORD,Pick-up,1995,182431,3.0 - 3.9,Diesel,Manual,Hidráulica,Vermelho,2 portas,6,94828300,Alvorada,Maria Regina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/f1000-898685251
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP EXECUTIVE 2.4 MPFI F.POWER CD,GM - CHEVROLET,Pick-up,2010,126000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,4,98980000,Porto Lucena,,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/s10-executiva-flex-2010-impecavel-898684823
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SED. COMFORT. 1.6 MI TOT. FLEX 8V,VW - VOLKSWAGEN,Sedã,2012,109537,1.6,Flex,Manual,Hidráulica,Preto,4 portas,7,93600000,Estância Velha,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-polo-1-6-comfortiline-898684197
"Carros, vans e utilitários",KIA MOTORS SORENTO 3.3 V6 24V 270CV 4X2 AUT.,KIA MOTORS,SUV,2016,80000,3.0 - 3.9,Gasolina,Automático,Hidráulica,Outra,4 portas,0,91380160,Porto Alegre,Vila Ipiranga,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sorento-7-lugares-898684655
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2015,49800,1.0,Flex,Manual,Hidráulica,Preto,4 portas,9,95042595,Caxias do Sul,Pioneiro,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-898684401
"Carros, vans e utilitários",PUMA 1.6 CONVERSIVEL 8V GASOLINA 2P MANUAL,PUMA,Conversível,1980,58000,1.6,Gasolina,Manual,Mecânica,Vermelho,2 portas,0,99840000,Sananduva,,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/puma-gts-conversivel-898683965
,,,,,,,,,,,,,,,,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-gopro-897935493
"Carros, vans e utilitários",TOYOTA ETIOS X 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2019,36000,1.3,Flex,Manual,Hidráulica,Branco,4 portas,5,92020020,Canoas,Marechal Rondon,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-hb-x-1-3-4-portas-etanol-gasolina-2019-898684269
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,Hatch,2018,45000,1.0,Flex,Manual,Mecânica,Prata,4 portas,,91770430,Porto Alegre,Guarujá,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-intense-1-0-flex-12v-5p-mec-890922633
"Carros, vans e utilitários",FIAT PALIO ED 1.0 MPI 2P E 4P,FIAT,Hatch,1997,114,1.0,Gasolina,Manual,Mecânica,Vermelho,4 portas,,92480000,Nova Santa Rita,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-898684164
"Carros, vans e utilitários",PEUGEOT 208 ALLURE 1.5 FLEX 8V 5P,PEUGEOT,Hatch,2014,62000,1.5,Flex,Manual,Hidráulica,Branco,4 portas,6,95780000,Montenegro,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-898683672
"Carros, vans e utilitários",HYUNDAI TUCSON 2.0 16V FLEX AUT.,HYUNDAI,Passeio,2015,0,2.0 - 2.9,Flex,Automático,Hidráulica,Preto,4 portas,2,94950000,Cachoeirinha,Vila Parque Brasília,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-tucson-gls-2-0-2015-automatica-891662536
"Carros, vans e utilitários",FORD ECOSPORT TITANIUM 1.6 16V FLEX 5P,FORD,SUV,2014,87000,1.6,Flex,Manual,Hidráulica,Branco,4 portas,8,96740000,Arroio dos Ratos,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ecosport-titaniun-1-6-898683769
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,Pick-up,2018,110000,3.0 - 3.9,Diesel,Manual,Hidráulica,Branco,4 portas,0,95097350,Caxias do Sul,São Leopoldo,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/amarok-v6-highline-878809921
"Carros, vans e utilitários",RENAULT CLIO AUTHENTIQUE 1.0 8V 3P,RENAULT,,2014,86000,,,Manual,,Vermelho,2 portas,,93310370,Novo Hamburgo,Rio Branco,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/clio-hatch-1-0-2014-898683493
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2011,111111,1.4,Flex,Manual,Hidráulica,Branco,4 portas,1,98170000,Tupanciretã,,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-passion-xr-898683623
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,1,1.4,Flex,Manual,Elétrica,Vermelho,4 portas,2,98920000,Horizontina,,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/onix-hatch-activ-1-4-8v-flex-5p-mec-893979754
"Carros, vans e utilitários",MERCEDES-BENZ ML-350 3.5  4X4,MERCEDES-BENZ,SUV,2008,154913,1.8,Gasolina,Automático,Hidráulica,Prata,4 portas,0,93336140,Novo Hamburgo,Rio Branco,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ml-350-3-5-v6-4matic-819732074
"Carros, vans e utilitários",PEUGEOT 206 SOLEIL 1.6 3P,PEUGEOT,Hatch,2000,164714,1.6,Gasolina,Manual,Hidráulica,Cinza,2 portas,3,91420613,Porto Alegre,Bom Jesus,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-206-repasse-aceito-troca-898683025
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! CROSS 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2017,31000,1.0,Flex,Manual,Elétrica,Branco,4 portas,7,93334365,Novo Hamburgo,Ideal,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cross-up-tsi-1-0-manual-896053541
"Carros, vans e utilitários",GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,Sedã,2007,146000,1.4,Flex,Manual,Hidráulica,Cinza,4 portas,3,96085357,Pelotas,São Gonçalo,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/prisma-completo-abaixo-repasse-897505154
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1000 MI 2P  / 1000I,VW - VOLKSWAGEN,Hatch,1998,117200,1.0,Gasolina,Manual,Mecânica,Azul,2 portas,6,94824320,Alvorada,Sumaré,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-mi-98-898682605
,,,,,,,,,,,,,,,,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/bmw-898679274
"Carros, vans e utilitários",RENAULT KWID,RENAULT,,2019,38000,,Flex,Manual,Elétrica,Branco,4 portas,9,91920530,Porto Alegre,Tristeza,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-intense-1-0-892525708
"Carros, vans e utilitários",FORD ESCORT GLX 1.8I 16V 4P,FORD,,2000,110,1.8,Gasolina,Manual,,Cinza,4 portas,7,94480250,Viamão,Santa Isabel,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-um-scott-europeu-ano-2000-em-dia-898681384
"Carros, vans e utilitários",MERCEDES-BENZ E-250 CGI AVANTGARDE 2.0 TB 211CV AUT.,MERCEDES-BENZ,Sedã,2017,15000,,Gasolina,Automático,Elétrica,Prata,4 portas,1,96810246,Santa Cruz do Sul,Goiás,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mercedes-e-250-avantgarde-2-0-turbo-4p-870403006
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,Sedã,2016,75000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,92314030,Canoas,Harmonia,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cobalt-lt-1-4-econoflex-2016-898679069
"Carros, vans e utilitários",RENAULT LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,Sedã,2015,71500,1.0,Flex,Manual,Hidráulica,Branco,4 portas,2,96470000,Pinheiro Machado,,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-1-0-16v-expression-2015-898679374
"Carros, vans e utilitários",VW - VOLKSWAGEN 1.6 2P MANUAL,VW - VOLKSWAGEN,Hatch,1970,1,1.6,Gasolina,Manual,Mecânica,Verde,2 portas,2,92000000,Canoas,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/raridade-vw-tl-1-600-ano-1972-placa-preta-colecionador-excelente-estado-898679157
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2016,77000,,Flex,Manual,Elétrica,Branco,4 portas,8,93265000,Esteio,Centro,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-fox-trendline-1-0-12v-2016-completo-impeca-vel-898678698
"Carros, vans e utilitários",GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI  2P,GM - CHEVROLET,,1996,178000,,,Manual,,,2 portas,,92500000,Guaíba,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-1-0-898678496
"Carros, vans e utilitários",RENAULT MEGANE GRAND TOUR DYNAM. HI-FLEX 1.6 16V,RENAULT,,2012,122000,1.6,Flex,Manual,Elétrica,Branco,4 portas,3,95560000,Torres,,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/m-gane-grand-tour-dynamique-2011-12-1-6-16v-hiflex-mecanica-898678726
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2011,0,1.4,Flex,Manual,Hidráulica,Prata,4 portas,,90610000,Porto Alegre,Petrópolis,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-corsa-maxx-1-4-2011-prata-completo-exc-estado-879000157
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2020,78883,,Flex,Manual,Hidráulica,Branco,4 portas,3,95032440,Caxias do Sul,Santa Catarina,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-1-0-2020-4p-892853575
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,SUV,2021,0,1.0,Flex,Automático,Elétrica,Outra,4 portas,0,91030541,Porto Alegre,Santa Maria Goretti,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/nivus-highline-200-tsi-automatico-2021-pronta-entrega-898678207
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2012,84400,1.6,Flex,Manual,Hidráulica,Prata,4 portas,,98170000,Tupanciretã,,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/voyagen-2012-898678193
"Carros, vans e utilitários",FORD CORCEL II L,FORD,Sedã,1975,145000,1.6,Gasolina,Manual,Mecânica,Verde,,,91360000,Porto Alegre,Cristo Redentor,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-corcel-869202115
"Carros, vans e utilitários",RENAULT SANDERO DYNA. EASYR HI-FLEX 1.6 8V,RENAULT,Hatch,2016,62000,1.6,Flex,Automático,Hidráulica,Preto,4 portas,0,94930660,Cachoeirinha,Distrito Industrial,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sandero-2016-1-6-leia-o-anuncio-888152341
"Carros, vans e utilitários",JEEP COMPASS TRAILHAWK 2.0 4X4 DIES. 16V AUT.,JEEP,Passeio,2017,92000,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,0,95080190,Caxias do Sul,Exposição,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-trailhawk-diesel-4x4-884356920
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA COMFORT. 250 TSI 1.4 FLEX 16V AUT.,VW - VOLKSWAGEN,Sedã,2020,20660,1.4,Flex,Automático,Elétrica,Cinza,4 portas,8,95190000,São Marcos,,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/jetta-1-4-250-tsi-r-line-tiptronic-2020-888574681
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,SUV,2018,30000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,,91350170,Porto Alegre,Passo da Areia,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2018-868217767
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Pick-up,2016,119000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,3,99000000,Passo Fundo,,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srx-4x4-automatica-placa-i-2016-895098886
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2001,0,1.0,Flex,Manual,Hidráulica,Vermelho,4 portas,6,94445700,Viamão,Santo Onofre,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2001-898677722
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,Hatch,2011,72500,1.0,Flex,Manual,Hidráulica,Preto,2 portas,0,97541520,Alegrete,Centro,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-898677700
"Carros, vans e utilitários",PEUGEOT 206 SW ESCAPADE 1.6 16V FLEX 5P,PEUGEOT,Sedã,2008,0,1.6,Gasolina,Manual,Hidráulica,Vermelho,4 portas,6,92010248,Canoas,Centro,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/206-sw-scapade-892778417
"Carros, vans e utilitários",MITSUBISHI PAJERO DAKAR HPE 3.2 4X4 T.I DIES 5P AUT,MITSUBISHI,SUV,2015,180000,,Diesel,Automático,Hidráulica,Branco,4 portas,0,95097350,Caxias do Sul,São Leopoldo,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-pajero-dakar-hpe-4p-882367466
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2004,137000,1.6,Flex,Manual,Hidráulica,Outra,4 portas,5,95185000,Carlos Barbosa,,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/gol-g3-1-6-ap-mi-total-flex-2004-898677210
"Carros, vans e utilitários",LAND ROVER DISCOVERY4 HSE 3.0 4X4 TDV6/SDV6 DIE.AUT,LAND ROVER,SUV,2012,133000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,,0,93410300,Novo Hamburgo,Boa Vista,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/discovery-4-hse-diesel-7-lugares-2012-870567209
"Carros, vans e utilitários",GM - CHEVROLET OPALA DIPLOMATA/DIPLOM. SLE 4.1/2.5,GM - CHEVROLET,Sedã,1992,10000,4.0 ou mais,Gasolina,Manual,Hidráulica,Outra,4 portas,0,90570040,Porto Alegre,Moinhos de Vento,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/1992-gm-opala-diplomata-se-4-1-6cc-carbid-online-vende-891646375
"Carros, vans e utilitários",MERCEDES-BENZ CLASSE B 200 2.0 TURBO 193CV AUT.,MERCEDES-BENZ,SUV,2009,152809,2.0 - 2.9,Gasolina,Automático,Hidráulica,Preto,4 portas,6,95603334,Taquara,Empresa,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-b200t-impecavel-carro-de-garagem-897917989
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2008,136000,1.0,,,,,4 portas,,94050080,Gravataí,COHAB A,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/celta-2008-ac-troca-moto-898676580
"Carros, vans e utilitários",FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,Hatch,2012,83000,,Flex,Automático,Hidráulica,Preto,4 portas,5,91110000,Porto Alegre,São Sebastião,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-2012-automatico-895043500
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2018,87000,1.4,Flex,Automático,Elétrica,Preto,4 portas,0,95701118,Bento Gonçalves,Conceição,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/onix-1-4-ltz-aut-894046008
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,VW - VOLKSWAGEN,SUV,2013,118000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Cinza,4 portas,2,91110000,Porto Alegre,São Sebastião,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-tiguan-2-0-tsi-blindada-4p-886695298
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2014,69000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,3,91040460,Porto Alegre,Jardim Floresta,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-exelente-1-0-confort-2014-896535298
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2008,151000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,,93044100,São Leopoldo,Santo André,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-1-4-premium-898676024
"Carros, vans e utilitários",TROLLER T-4 4X4 3.2 20V TDI CAP. RÍGIDA DIESEL,TROLLER,Passeio,2015,77000,3.0 - 3.9,Diesel,Manual,Hidráulica,Verde,2 portas,3,95034330,Caxias do Sul,Pio X,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/troller-t4-top-884805995
"Carros, vans e utilitários",RAM 2500 LARAMIE  6.7 TDI  CD 4X4 DIESEL,RAM,Pick-up,2012,123000,4.0 ou mais,Diesel,Automático,,Vermelho,4 portas,1,94440360,Viamão,Querência,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/dodge-ram-857004709
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,Hatch,2007,130000,,,,,Prata,4 portas,1,92200440,Canoas,Rio Branco,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-2007-898676134
"Carros, vans e utilitários",FORD FOCUS SEDAN 2.0 16V/2.0 16V FLEX 4P AUT.,FORD,Sedã,2013,74000,2.0 - 2.9,Flex,Automático,Assistida,Prata,4 portas,2,95043100,Caxias do Sul,Nossa Senhora de Fátima,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-sedan-glx-2-0-16v-flex-aut-2013-898675860
