Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2018,88000,1.4,Flex,Manual,Elétrica,Branco,4 portas,3,76920000,Ouro Preto do Oeste,,58000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/onix-activ-1-4-flex-2018-893424038
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,130000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,8,76908520,Ji-Paraná,Nova Brasília,29400.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fox-893403850
"Carros, vans e utilitários",PEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,Sedã,2010,159000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,4,76940000,Rolim de Moura,,23000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-893405548
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2008,80000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,0,76829718,Porto Velho,Lagoinha,17000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-893403843
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI/ POWER 1.6 MI 4P,VW - VOLKSWAGEN,Passeio,1997,5000000,1.6,Gasolina,Manual,Mecânica,Branco,2 portas,4,76829602,Porto Velho,Tancredo Neves,3800.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-em-moto-gol-ap-1-6-893383824
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Hatch,2015,97000,1.6,Flex,Manual,Hidráulica,Azul,4 portas,6,76800000,Porto Velho,,40900.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-2015-893392675
"Carros, vans e utilitários",HYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2013,90000,1.6,Flex,Automático,Elétrica,Branco,4 portas,2,76870626,Ariquemes,Setor 05,40500.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-premium-1-6-2013-mod-2014-r-40-500-00-893395341
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2010,100000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,7,76920000,Ouro Preto do Oeste,,19000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-0-2010-11-893403583
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD,GM - CHEVROLET,,2009,209,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,2 portas,9,76961720,Cacoal,Nova Esperança,34700.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/s10-flex-893386545
"Carros, vans e utilitários",FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,Sedã,2009,112000,1.6,Flex,Manual,Hidráulica,Vermelho,4 portas,8,76804512,Porto Velho,Tucumanzal,19000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiesta-sedan-1-6-completo-893371979
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,,2014,125882,1.0,Flex,Manual,,Prata,4 portas,1,76810160,Porto Velho,Novo Horizonte,23000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/classic-2013-2014-completo-893390913
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Passeio,2012,103999,1.8,Flex,Automático,Hidráulica,Preto,4 portas,5,76940000,Rolim de Moura,,53879.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-2012-893370474
"Carros, vans e utilitários",FORD RANGER XLT 3.2 20V 4X4 CD DIESEL,FORD,Pick-up,2013,100000,3.0 - 3.9,Diesel,Automático,Hidráulica,Preto,4 portas,9,76920000,Ouro Preto do Oeste,,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/bomba-d-agua-ranger-893348897
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2009,99714,1.0,Flex,Manual,Assistida,Branco,4 portas,7,76829378,Porto Velho,Juscelino Kubitschek,13000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/dende-se-gol-g5-ano-2009-2010-893370380
"Carros, vans e utilitários",FIAT PUNTO  ELX 1.4 FIRE FLEX 8V 5P,FIAT,Passeio,2008,142000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,8,76873142,Ariquemes,Setor 02,19000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-893329064
"Carros, vans e utilitários",FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,Hatch,2014,80000,1.4,Flex,Semi-Automático,Hidráulica,Branco,4 portas,2,76808204,Porto Velho,Caladinho,31500.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/palio-atrativo-1-4-893364335
"Carros, vans e utilitários",TOYOTA ,TOYOTA,Van/Utilitário,2014,289000,3.0 - 3.9,Diesel,Manual,Hidráulica,Branco,,4,76920000,Ouro Preto do Oeste,,125000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-cs-893338537
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2006,170000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,9,76980000,Vilhena,,18000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-893316669
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2017,70000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,1,76820179,Porto Velho,Nova Porto Velho,43000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-onix-1-0-hatch-2017-893331780
"Carros, vans e utilitários",GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,Hatch,2009,145000,1.0,Flex,Manual,Mecânica,Prata,4 portas,4,76913776,Ji-Paraná,Riachuelo,17000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-se-celta-4-portas-life-2008-2009-893327283
"Carros, vans e utilitários",FORD ,FORD,,1997,100,,Diesel,,,,,,76800000,Porto Velho,,45000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/f-1000-893295479
"Carros, vans e utilitários",GM - CHEVROLET VECTRA EXPRESSION 2.0 MPFI FLEXPOWER MEC,GM - CHEVROLET,Passeio,2008,189000,2.0 - 2.9,Flex,Manual,Hidráulica,Branco,4 portas,1,76842000,Porto Velho,Mutum Paraná,20000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-esse-vectra-893292412
"Carros, vans e utilitários",TOYOTA HILUX CD 4X4 2.8 DIESEL MEC.,TOYOTA,Pick-up,2020,80000,2.0 - 2.9,Diesel,Manual,Elétrica,Vermelho,4 portas,5,76842000,Porto Velho,Mutum Paraná,175000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-19-20-893266018
"Carros, vans e utilitários",FIAT BRAVO ABSOLUTE 1.8 FLEX 16V 5P,FIAT,,2008,98000,,,,,Preto,,,76822592,Porto Velho,Nova Esperança,17000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/palio-893244640
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2015,72600,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,7,76961528,Cacoal,Josino Brito,78000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/carro-toyota-893198883
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,,2016,65,,Diesel,,,,,,76970000,Pimenta Bueno,,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/bomba-alta-pressao-toyota-hilux-2-8-srx-2016-2017-893245528
"Carros, vans e utilitários",TOYOTA BAND.JIPE CAP.DE AÇO CHAS. CURTO DIESEL,TOYOTA,Antigo,1995,350000,3.0 - 3.9,Diesel,Manual,Hidráulica,Branco,2 portas,0,76913729,Ji-Paraná,Riachuelo,60000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/toyota-bandeirantes-95-jeep-893250616
"Carros, vans e utilitários",HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,HONDA,Hatch,2020,16000,1.5,Flex,Automático,Elétrica,Branco,4 portas,2,76820370,Porto Velho,Agenor de Carvalho,85000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-exl-completissimo-de-tudo-893213741
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X2 CD,GM - CHEVROLET,Pick-up,2015,210000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,6,76932000,São Miguel do Guaporé,,83000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/carrro-893197726
"Carros, vans e utilitários",FIAT IDEA ADVENT./ ADV.LOCKER 1.8 MPI FLEX 5P,FIAT,Passeio,2007,95000,1.8,Gasolina,Manual,Hidráulica,Vermelho,4 portas,1,76801330,Porto Velho,Olaria,17450.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-adventure-1-8-2007-882559999
"Carros, vans e utilitários",GM - CHEVROLET D-20 S / LUXE 3.9/4.0 DIESEL,GM - CHEVROLET,,1989,110,,Diesel,Manual,Hidráulica,Prata,4 portas,,76821383,Porto Velho,Rio Madeira,35000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/carro-893197358
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,Pick-up,2019,15000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,3,76801292,Porto Velho,Olaria,179999.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-se-893186550
,,,,,,,,,,,,,,,,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/renalt-sandero-privilegie-1-6-16v-893164091
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,Passeio,1998,0,1.0,Gasolina,Manual,Mecânica,Vermelho,2 portas,,76829272,Porto Velho,Socialista,6000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-g3-no-valor-de-6-mil-893196752
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX COMFORTLINE 1.6 MI T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2015,99000,1.6,Gasolina,Manual,Hidráulica,Azul,4 portas,3,76890000,Jaru,,45000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/space-fox-893204503
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,Passeio,2013,97000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,9,76820394,Porto Velho,Flodoaldo Pontes Pinto,26000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/celta-12-13-893169201
"Carros, vans e utilitários",FORD RANGER XLS 2.3 16V 145CV/150CV 4X2 CD,FORD,Van/Utilitário,2011,227000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,4 portas,2,76907173,Ji-Paraná,Park Amazonas,44900.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-2011-gasolina-893169088
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2012,104000,1.8,Flex,Automático,Hidráulica,Preto,4 portas,5,76940000,Rolim de Moura,,53900.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-2011-12-893182879
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,Pick-up,2011,170000,3.0 - 3.9,Diesel,,Hidráulica,Prata,4 portas,0,76872835,Ariquemes,Setor Institucional,110000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-11-11-automatica-ariquemes-893158500
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2012,83000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,2,76822240,Porto Velho,Nova Esperança,25000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/celta-2012-completo-893148499
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2015,58395,1.0,Flex,Semi-Automático,Elétrica,Branco,4 portas,4,76874066,Ariquemes,Rota do Sol,33000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vender-carro-893123162
"Carros, vans e utilitários",FORD FOCUS,FORD,Hatch,2015,65000,2.0 - 2.9,Flex,Automático,Hidráulica,Cinza,4 portas,7,76811003,Porto Velho,Aeroclube,45000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-focus-hatch-2015-893095916
"Carros, vans e utilitários",FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2009,130000,1.0,Gasolina,Manual,Hidráulica,Prata,4 portas,2,76829210,Porto Velho,Socialista,18000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiesta-completo-893093333
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2014,105000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,8,76964276,Cacoal,Village do Sol,34900.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/voyage-2014-1-0-completo-impecavel-r-33-500-00-ou-r-17-615-00-55x-de-r-453-90-864239993
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Pick-up,2015,77437,1.6,Flex,Manual,Hidráulica,Branco,2 portas,8,76907552,Ji-Paraná,Casa Preta,36900.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/saveiro-trend-primeira-1-6-completa-893120325
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2019,43000,1.4,Flex,Automático,Hidráulica,Cinza,4 portas,0,76862000,Alto Paraíso,,63000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/prisma-18-19-aut-893090847
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V MEC. 4P,HONDA,Sedã,2009,149000,1.8,Flex,Manual,Hidráulica,Verde,4 portas,7,76940000,Rolim de Moura,,33000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-893051741
"Carros, vans e utilitários",FORD ECOSPORT S 1.6 16V FLEX 5P,FORD,SUV,2015,95000,1.6,Flex,Automático,Hidráulica,Prata,4 portas,5,76812480,Porto Velho,Três Marias,50300.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/ecosport-se-at-1-6-o-cara-esta-impecavel-893070357
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Pick-up,2019,108400,2.0 - 2.9,Diesel,Automático,Elétrica,Branco,4 portas,6,76875576,Ariquemes,Residencial Gerson Neco,225000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-888428614
"Carros, vans e utilitários",TOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUT,TOYOTA,Pick-up,2013,142000,3.0 - 3.9,Diesel,Automático,Hidráulica,Preto,4 portas,7,76804123,Porto Velho,Nossa Senhora das Graças,130000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-automatica-2013-888363429
"Carros, vans e utilitários",FIAT TORO VOLCANO 2.0 16V 4X4 TB DIESEL AUT.,FIAT,Pick-up,2017,77000,2.0 - 2.9,Diesel,Automático,Hidráulica,Prata,4 portas,5,76824443,Porto Velho,Cuniã,115000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/camioneta-fiat-touro-893036979
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2014,68000,1.0,Flex,Manual,Hidráulica,Preto,4 portas,7,76907636,Ji-Paraná,Casa Preta,27000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-1-0-2013-2014-893036208
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2017,72000,2.0 - 2.9,Flex,Automático,Hidráulica,Prata,4 portas,5,76810164,Porto Velho,Novo Horizonte,85000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-16-2017-893036225
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,,2017,90000,,,,,Branco,,,76980000,Vilhena,,86000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2017-893024601
"Carros, vans e utilitários",FIAT STRADA FREEDOM 1.4 FLEX 8V CD,FIAT,Pick-up,2019,29140,1.4,Flex,Manual,Hidráulica,Prata,,3,76890000,Jaru,,75000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-893034978
"Carros, vans e utilitários",FIAT 500 SPORT AIR 1.4 16V/1.4 FLEX MEC.,FIAT,Hatch,2012,45000,1.4,Gasolina,Manual,Elétrica,Preto,2 portas,6,76801320,Porto Velho,Olaria,45000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-500-sport-air-2012-raridade-absoluta-893023534
"Carros, vans e utilitários",RENAULT CLIO PRIVILÈGE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2005,180000,1.0,Gasolina,Manual,Hidráulica,Preto,4 portas,5,76810280,Porto Velho,Novo Horizonte,8000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/renault-clio-2005-893024902
"Carros, vans e utilitários",FIAT PALIO WEEKEND ADVENTURE 1.8 8V 103CV 4P,FIAT,Sedã,2010,125000,1.8,Gasolina,Automático,Elétrica,Cinza,4 portas,6,76820240,Porto Velho,Agenor de Carvalho,28000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/palio-adventure-28-mil-893012515
"Carros, vans e utilitários",VW - VOLKSWAGEN ,VW - VOLKSWAGEN,,2008,1111111111,1.7,Flex,Manual,Hidráulica,,,,76824066,Porto Velho,Aponiã,,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-se-roda-aro-15-do-fox-893004988
"Carros, vans e utilitários",GM - CHEVROLET CELTA,GM - CHEVROLET,,2007,140,,,,,,4 portas,,76868000,Machadinho D'Oeste,,14000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-892980690
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2014,130000,1.4,Flex,Automático,Elétrica,Branco,4 portas,0,76916000,Presidente Médici,,43000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/prisma-lt-1-4-aut-completo-893009942
"Carros, vans e utilitários",FIAT UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P,FIAT,Hatch,2011,120000,1.4,Flex,Manual,Hidráulica,Amarelo,4 portas,3,76807890,Porto Velho,Cohab,28000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-sporting-1-4-893003981
"Carros, vans e utilitários",FORD RANGER XLT 3.2 20V 4X4 CD DIESEL AUT.,FORD,Pick-up,2019,79000,3.0 - 3.9,Diesel,Automático,Hidráulica,Branco,4 portas,,76820742,Porto Velho,Embratel,170000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/ranger-xlt-18-19-889803341
"Carros, vans e utilitários",FIAT PALIO ATTRA. BEST SELLER 1.0 EVO FLEX 5P,FIAT,Passeio,2013,102200,1.0,Flex,Manual,Hidráulica,Branco,4 portas,0,76984118,Vilhena,Residencial Barão Melgaço III,28600.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-0-892976746
"Carros, vans e utilitários",GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,GM - CHEVROLET,Van/Utilitário,2018,89000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,5,76914878,Ji-Paraná,Primavera,135000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/trailblazer-lt-2017-2018-891270475
"Carros, vans e utilitários",GM - CHEVROLET BLAZER JIMMY 4.3 V6,GM - CHEVROLET,Van/Utilitário,2000,120000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,4 portas,1,76824260,Porto Velho,Igarapé,28500.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/linda-caminhonete-892935400
"Carros, vans e utilitários",TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.,TOYOTA,Pick-up,2020,0,2.0 - 2.9,Diesel,Automático,Elétrica,Vermelho,4 portas,1,76801000,Porto Velho,Centro,198500.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srx-4x4-2-8-turbo-diesel-automatica-2020-892969905
"Carros, vans e utilitários",VW - VOLKSWAGEN KOMBI FURGÃO 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Van/Utilitário,2013,149000,1.4,Flex,Manual,Mecânica,Branco,4 portas,8,76867000,Vale do Anari,,35000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-se-essa-kombi-892956589
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK SE CD 2.0 16V TDI 4X4 DIESEL,VW - VOLKSWAGEN,Pick-up,2016,107000,2.0 - 2.9,Diesel,Manual,Hidráulica,Prata,4 portas,4,76850000,Guajará-Mirim,,88000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/amarok-tdi-se-2016-873659137
"Carros, vans e utilitários",HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P MEC.,HONDA,Hatch,2009,134000,1.4,Flex,Manual,Elétrica,Prata,4 portas,4,76829446,Porto Velho,Juscelino Kubitschek,26800.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vende-se-892866875
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2019,50310,2.0 - 2.9,Flex,Automático,Elétrica,Prata,4 portas,8,76812695,Porto Velho,Três Marias,104990.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-2-0-892873542
"Carros, vans e utilitários",FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,Hatch,2010,135000,1.0,Flex,Manual,Hidráulica,Cinza,4 portas,2,76808770,Porto Velho,Areia Branca,12000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-r-12-000-00-mais-14-parcelas-de-498-59-pego-uma-moto-boa-o-restante-em-dinheiro-892864422
"Carros, vans e utilitários",HYUNDAI CRETA SMART PLUS 1.6 16V FLEX AUT,HYUNDAI,SUV,2021,111,,Flex,Automático,Elétrica,Branco,,,76829442,Porto Velho,Juscelino Kubitschek,99990.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/creta-aut-smart-plus-1-6-zero-km-855854937
"Carros, vans e utilitários",RENAULT DUSTER TECHROAD 1.6 HI-FLEX 16V MEC.,RENAULT,SUV,2015,84600,1.6,Flex,Manual,Hidráulica,Prata,4 portas,8,76940000,Rolim de Moura,,49900.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-1-6-ano-14-15-892834306
"Carros, vans e utilitários",FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2019,42000,1.4,Flex,Manual,Hidráulica,Branco,2 portas,0,76804046,Porto Velho,São Cristóvão,55000.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/strada-hard-working-892793446
"Carros, vans e utilitários",GM - CHEVROLET VECTRA EXPRESSION 2.0 MPFI FLEXPOWER MEC,GM - CHEVROLET,Passeio,2008,162000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,3,76803830,Porto Velho,São João Bosco,21500.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vectra-flex-2008-08-892819869
"Carros, vans e utilitários",FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2010,10000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,9,76825055,Porto Velho,Esperança da Comunidade,22700.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/vendo-punto-2011-baixo-da-fipe-892789263
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,93500,1.0,Flex,Manual,Mecânica,Branco,4 portas,0,76820146,Porto Velho,Nova Porto Velho,15800.0,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/classic-2011-2012-em-dias-recibo-em-branco-pronto-p-transferir-892792580
